plant_id,plant_name,country,year,co2_emissions_tons,co2_captured_tons,energy_consumption_kwh,renewable_energy_percentage,revenue_usd,expenses_usd,biodiversity_impact_score,ecosystem_impact_area_ha,species_impacted,reforestation_area_ha,compliance_score,audit_count,women_in_leadership_percentage,investment_social_programs_usd,risk_category,risk_description,mitigation_plan,future_emission_projection_tons,paris_agreement_alignment_score
b8436f34,Cordova-Tanner,Singapore,2015,1677.07,402.03,2777840.35,88.04,17135548.44,13895866.45,2.58,83.78,41,53.97,99.55,3,26.64,194317.98,High,Cost military role give end.,Level laugh art director pressure paper.,4101.09,12.5
0880cc7d,Warren Ltd,Tokelau,2017,3615.09,563.86,1901657.27,64.83,5067527.02,17391970.16,4.26,44.75,30,57.35,71.57,1,46.69,418960.7,Low,Remember significant argue that any enjoy.,Investment model list natural start.,3168.67,33.16
3c1b9435,Daniel LLC,Netherlands Antilles,2019,2840.63,777.2,2732982.93,17.98,18450405.85,11427673.45,7.36,31.74,32,21.89,72.59,2,28.52,327742.45,Medium,About structure say look off as item.,On ability note establish.,3291.72,32.67
4820bb5b,Gomez PLC,Bouvet Island (Bouvetoya),2019,1925.0,459.42,4297666.99,43.06,44204122.4,1824053.09,7.78,95.0,1,72.32,99.6,1,19.3,54230.6,Medium,Leader compare leg no.,School teacher beautiful answer necessary.,542.86,92.85
b4f98408,"Harris, Smith and Chase",Egypt,2023,4923.42,592.49,4404174.2,90.17,40537146.19,10406301.8,1.31,59.23,29,81.19,89.1,3,14.83,55427.15,High,We agree art seat them federal.,Operation become often.,3263.8,44.75
fd70539a,Guzman-Hill,Saint Helena,2015,2551.37,716.26,1687962.91,77.79,30396743.29,2828426.49,4.16,61.69,13,27.35,92.39,4,10.76,292944.14,Medium,Identify experience page might.,Draw condition national popular long.,2085.73,69.03
8a3ee7c9,"Rivas, Wagner and Young",New Zealand,2022,3042.72,89.05,2031458.46,29.6,27464451.0,3710267.51,8.27,62.89,11,21.54,72.09,5,25.37,186804.13,Low,Money think offer today fund majority.,Pretty author light career.,2255.89,60.21
227ee549,Jones-Johnson,Chile,2022,4101.64,509.65,1618854.25,58.39,39034755.51,3003241.55,4.0,90.21,7,38.55,81.33,3,32.27,220641.53,High,Along clearly Republican day Republican sell.,Main political window away rule role large.,3484.13,3.16
9ffd8cbc,Perez PLC,Nepal,2023,3477.46,748.31,2092448.68,21.44,36748667.99,10866952.39,6.48,48.95,50,98.87,75.95,4,21.35,204038.76,Low,Common how shoulder activity forget still generation.,Technology law born foreign.,622.11,59.67
009b88a1,"Parks, Villanueva and Daniels",Mexico,2017,4824.08,839.86,3483624.3,66.06,47769914.92,17760492.45,1.06,29.79,12,0.1,93.68,3,37.04,255919.22,Low,Goal ball cell sure.,Point often suffer play voice eat plan level.,4634.4,83.66
5e0d6958,Nguyen-Green,Hungary,2020,4031.27,349.75,4311942.12,68.02,41384603.48,13867296.11,5.76,38.76,25,67.23,93.0,4,41.54,331794.09,High,Fish can blood realize inside color.,Believe all himself fine center power debate.,1036.24,63.96
eb441b96,"Smith, Weiss and Evans",Timor-Leste,2023,1923.0,384.53,4319924.03,90.49,13419608.51,13735235.68,9.1,1.0,32,42.48,97.93,2,15.23,156140.5,Low,Gun recognize newspaper claim career pay why.,Dinner minute green mission.,472.75,64.37
9bebb6d7,Douglas Ltd,United States Virgin Islands,2018,2663.25,757.5,4862825.21,78.06,13166053.08,18037815.91,1.84,84.52,3,56.27,78.24,2,46.86,142764.72,Low,Woman pick care he professor.,Sell couple forward education about.,2652.76,82.69
61037df3,Jordan Ltd,Algeria,2022,865.51,120.63,225958.64,12.15,42661654.87,17683338.89,9.5,47.28,8,30.52,86.17,2,17.96,432707.17,High,And series child cover.,Down take also view.,3533.15,55.39
a2934152,Daniels-Curtis,Grenada,2015,3245.3,110.6,4616184.3,95.35,39715064.34,3183875.4,8.52,32.47,33,81.28,99.19,3,36.82,23719.58,High,Statement what provide memory whether work security.,Buy stock card ten full resource.,2802.63,9.81
0eceeb54,Jackson-Rice,Uzbekistan,2017,844.57,126.46,717058.55,59.85,17490011.14,1384878.62,1.11,70.04,46,3.8,78.77,4,28.53,472441.22,Medium,Later nice always consider effort reflect.,Nor laugh station similar area involve manage image.,2570.25,62.56
2fda2ebf,Patel Inc,Cameroon,2018,4029.9,866.28,2106942.54,39.66,44971852.57,19525769.44,6.17,46.93,35,33.96,99.5,1,25.93,476871.01,Medium,Long pressure well degree pull.,Window bag run toward hundred.,3767.72,76.45
b8268748,Castillo Ltd,Morocco,2020,602.35,153.77,843595.97,52.57,45223075.9,7542350.65,8.94,79.31,13,5.42,82.92,3,24.24,122227.04,High,Government ready economic.,Less dinner as hear nor.,2696.46,49.36
083d7b43,Yoder Inc,Russian Federation,2020,4106.6,491.56,2520731.38,30.67,21843655.51,11824988.75,1.84,83.86,37,58.39,94.89,1,38.83,128030.54,Medium,History quite set.,Figure mission image worry strategy imagine detail.,3417.53,50.4
7fcfdc84,Haney LLC,Mexico,2020,3601.21,150.99,2833067.86,22.83,27496656.01,12047283.85,9.24,83.48,19,42.74,87.3,5,42.6,307205.17,Medium,Age relationship fire specific.,Win identify wall agency day.,2366.98,18.81
7207ba18,"Taylor, Cannon and Skinner",Sweden,2016,3842.15,824.86,3367972.58,12.88,22648835.86,18310219.71,8.1,59.73,34,3.78,78.94,5,18.44,160394.75,High,Wide receive me knowledge growth best design.,None big attack down.,1069.68,21.31
63e48283,Baker Ltd,Ethiopia,2023,625.76,512.3,1488325.27,16.27,19508557.03,17470811.88,3.24,88.74,30,18.37,70.23,1,19.3,494745.38,High,Recently walk suddenly head.,Line deep course room according.,3061.26,99.77
bf94490b,Swanson Group,Mozambique,2023,4003.07,960.21,4869619.77,86.75,39931498.84,13842483.94,3.81,25.89,23,63.63,91.96,5,25.59,82512.1,Low,Free alone mention under put.,Reflect exist tough check support hair approach.,1534.28,67.45
39e3d68c,Stewart-Rodriguez,British Indian Ocean Territory (Chagos Archipelago),2018,991.08,689.51,3028898.35,11.37,15200227.52,6423628.12,7.7,58.34,50,24.68,75.36,5,27.6,459820.38,Medium,Theory house indeed enjoy.,A head policy movie ten a.,4777.01,80.11
81819f2d,Jacobs-Day,Sierra Leone,2016,572.41,244.31,1056164.56,25.28,23675318.4,18040975.4,6.36,11.38,33,90.43,98.18,5,32.27,137313.87,Medium,Consider culture bring resource.,True difference ball once until rule.,1194.91,7.92
1071d896,Lucas PLC,Chad,2019,1551.07,871.91,1074442.4,37.94,41894759.06,7048985.06,5.67,47.25,42,73.91,81.17,2,49.16,149765.54,Low,They point role baby war Mrs interest.,Group collection tree certain animal.,4451.88,57.93
aaf14521,Hudson PLC,France,2023,4224.61,477.34,1786523.56,33.7,31934875.95,19348468.45,5.4,7.87,49,57.73,82.66,1,42.42,192698.18,Low,Anyone lead interest close little development chair.,Traditional amount growth.,3038.19,42.26
85a209f9,Cook Ltd,Maldives,2023,2561.03,286.35,1818065.43,34.54,25189120.43,1978217.1,1.97,43.19,37,53.52,94.38,2,12.23,493991.47,Medium,Clearly represent budget true describe draw.,Better view operation conference capital hope.,463.56,28.95
7ff641c2,Flynn LLC,Turkey,2015,3296.54,943.87,590088.45,87.37,17546493.6,12291092.81,2.11,26.77,11,29.3,80.17,2,22.37,18525.19,Medium,Clearly interesting arm around meeting.,Huge site professor action instead dark compare arrive.,3319.41,56.88
09d02629,Banks-Mclean,Saint Barthelemy,2015,1769.43,747.26,3200566.29,48.69,40040651.38,13395380.59,9.21,58.66,38,97.29,91.38,3,16.12,338799.79,High,Mind mouth other effort over least.,Sign live way small house walk.,1147.24,91.34
9d7b62ae,Kaufman-Harris,Suriname,2021,2815.04,940.64,2022539.72,25.9,31974776.79,18392481.58,2.48,21.19,38,41.83,80.84,2,48.95,147987.0,Low,Director other remember fall.,Give help step each Mrs include.,1866.74,35.39
171b16a7,"Martinez, Vasquez and Bridges",Heard Island and McDonald Islands,2020,3938.12,675.99,3744221.76,76.26,7044372.19,17898629.33,8.23,71.01,19,63.07,90.83,3,22.5,69303.42,Low,Character statement strong responsibility note field.,Sister opportunity assume term institution.,3363.04,29.54
767bd356,"Logan, Lynn and Lowe",Lebanon,2020,3738.33,595.67,4065187.24,35.77,7355743.54,15629483.62,2.21,34.64,36,7.22,76.39,5,19.99,476885.75,High,Plant manage bar station describe son skin maybe.,Computer stay seven.,3374.62,58.28
1ef3984e,"Alexander, Perez and Miller",Turkmenistan,2016,3228.89,492.96,4514353.64,93.53,41524733.38,7010340.8,8.89,26.84,30,49.54,72.75,1,10.91,489125.53,Low,Former individual score note which billion or.,Process sit return source wrong blood difficult moment.,2138.67,36.32
a7818995,"Murphy, Wall and Garcia",Saudi Arabia,2020,3329.1,930.97,4474766.69,83.82,9383061.49,13470933.75,6.4,56.27,50,63.2,90.91,4,17.67,491179.86,Medium,Argue tough road lose enough painting woman.,Mention visit always worker.,1615.58,36.51
8e2570f3,Richardson and Sons,Jamaica,2023,4432.58,933.34,4386242.46,90.72,47075589.35,839457.65,4.13,76.07,9,95.82,83.08,2,17.86,148346.48,Medium,Blood seat walk.,Laugh outside suggest least without drive return.,2000.77,43.25
7668a2d8,Horne-Garcia,France,2018,2635.34,710.19,3210288.14,33.52,37987081.98,6819567.1,8.46,6.27,2,6.27,92.29,2,41.94,361552.28,Low,Rule north will often.,By institution economy enough start third pressure.,4679.3,79.12
c393b85a,Miller PLC,Latvia,2018,3477.24,762.27,1029251.21,50.78,42445922.07,15250695.9,6.74,27.45,0,84.79,80.82,3,35.87,233138.5,Medium,Sometimes meeting clear arrive.,Tell teacher artist least degree go.,3624.57,70.28
4bbc6046,Hardin-Grant,Andorra,2018,4397.5,830.48,848125.81,75.05,10081996.42,13934313.55,5.58,50.02,45,85.74,95.27,4,16.37,440833.67,Low,Year watch various stuff defense hair heart.,Life central not land.,1055.55,69.5
6aa6afd7,Clark LLC,Belgium,2023,4002.72,425.04,469968.51,38.58,25772556.28,6492721.88,3.21,66.48,7,5.65,93.23,1,23.47,160342.54,Medium,Mind break activity number how per.,Debate quality wait image stuff service.,4287.13,63.22
7b2b515c,Calderon Group,Thailand,2021,3672.06,277.95,1967401.0,56.03,10850497.86,12976837.75,4.92,11.07,22,10.06,89.24,3,49.86,67188.73,Low,Nearly best difference third still change report.,Fine increase age red whether yeah medical.,1466.75,77.83
5ea74292,Martinez-Hill,Chad,2016,2885.0,385.31,1857592.3,95.92,3095736.0,18790577.39,1.16,53.32,20,3.54,84.48,4,15.99,153039.52,Low,Until account shake material spring cultural majority.,People wrong fight social religious will.,1570.89,5.78
d90f9171,"Carter, Good and Scott",Palestinian Territory,2021,3435.89,491.31,1800621.94,42.38,4134904.64,1790234.42,6.23,56.57,10,52.78,76.66,2,40.56,85475.75,High,Write practice pull visit most recent report model.,North listen could.,794.81,32.52
cc7c5b79,Dunn Inc,Bosnia and Herzegovina,2017,1354.11,533.61,4847819.78,71.74,32564886.32,14842352.28,3.64,72.08,40,0.29,82.93,4,42.02,141163.66,Medium,Throughout difference above relationship writer beat training.,Language hot pattern as magazine trip bring.,2429.54,73.7
bac8eaab,Conway-Velez,Argentina,2017,3780.97,156.1,2890667.46,62.42,30431807.67,12880787.33,3.51,14.28,41,56.14,98.35,3,33.58,482567.48,Medium,Statement live help decade sea health owner.,Another time situation just total.,1552.53,60.69
85f969b9,Adams Ltd,Ukraine,2019,2848.69,127.5,3374788.67,28.52,15194190.91,6489975.35,8.54,55.9,22,52.61,71.28,1,17.88,442137.41,High,Significant country it call sure mean.,Century bed perform produce energy.,2139.65,81.59
7c08a699,"Frazier, Porter and Yates",Canada,2019,843.69,206.6,1462956.58,86.57,47021420.8,17260889.55,2.23,2.03,3,44.69,72.94,2,37.91,472093.42,Medium,Meet memory business people size compare.,Would government chair increase.,2668.79,82.24
6a1685d3,Williams-Walker,Mexico,2022,2490.1,493.14,4447414.31,39.9,37414166.74,3317498.11,6.04,72.04,42,76.97,74.94,1,38.91,72859.76,High,Together its resource process.,Light per media song cost.,1944.35,40.84
4b26c0dd,"Cole, Martinez and Martin",Western Sahara,2020,4061.24,513.68,1524914.56,13.52,21650982.95,18561899.99,1.85,73.85,16,2.9,71.99,2,14.67,428540.18,Low,Stock view play mind.,Far unit require world enjoy their field.,1693.58,54.21
57cfef43,Patterson-Perez,Bouvet Island (Bouvetoya),2019,2037.51,105.87,1818650.41,98.3,26251435.56,7206743.48,7.36,94.19,43,13.86,84.51,3,27.37,339571.61,Low,Cup should two.,Authority new artist fight fine garden.,3111.75,60.82
ab45895f,Jennings Ltd,Cocos (Keeling) Islands,2017,3370.21,645.19,1345806.09,60.61,17113353.48,15984934.4,4.12,78.31,40,58.16,80.11,1,36.68,56697.16,Low,Sing store bad foreign final law.,Commercial behavior service.,4279.19,66.33
a2569913,Jones LLC,Lao People's Democratic Republic,2015,3810.35,737.82,571240.56,17.41,31855090.07,17570273.71,4.63,57.55,20,65.75,84.94,5,32.73,405407.88,Medium,Admit in miss nation recently where last.,Project under focus marriage push.,2254.6,73.81
601f943c,Robertson Inc,Panama,2022,3149.35,525.46,3371089.25,23.82,45076041.82,665808.26,1.78,41.08,19,86.88,99.26,1,12.61,195238.78,Medium,Government them group writer TV fear situation.,Industry baby indicate investment.,3866.98,83.93
2db29225,Todd-Miller,Hong Kong,2018,3286.41,259.83,2230615.06,60.0,38069290.67,4157766.94,5.46,52.31,9,35.76,75.99,3,34.46,283841.63,High,Clearly evidence data community whom maintain.,Place kitchen toward water others suffer billion page.,3722.95,42.55
6eefb257,Roberts-Lane,Saudi Arabia,2020,2061.21,683.97,4688440.11,93.78,27827012.12,6046683.72,8.29,46.77,47,9.33,80.5,3,45.12,104652.94,High,Car test policy protect similar material citizen.,Interview plan protect however.,2031.89,68.04
89c99fb8,"Williams, Hart and Young",Gabon,2017,3283.68,573.14,2357651.1,36.09,26166280.24,16342240.53,8.26,49.38,43,1.4,83.65,3,18.21,213648.5,Low,Soon everyone exist father wrong.,Method former reach mean describe.,3430.94,53.33
7ab624cc,Cameron-Andersen,Botswana,2017,3297.75,468.98,1683332.28,20.59,38784799.09,3339859.78,4.68,49.44,23,93.2,97.56,2,26.48,99380.86,Low,Goal manager receive audience tonight simply treatment.,Last plant media.,4481.82,66.11
42769ad1,Jarvis-Young,Mongolia,2023,1127.78,866.21,4617271.77,94.12,36671489.12,1854768.16,5.57,36.35,21,31.26,94.22,3,16.22,31497.84,Medium,Like six total join can happen child.,Very contain here model.,2420.9,88.47
73e60e85,"Munoz, Soto and Simpson",Libyan Arab Jamahiriya,2021,650.84,905.91,2262822.73,85.97,18303033.49,7076339.59,7.65,41.04,38,38.67,72.14,2,10.56,11933.07,Low,Chance analysis when anything during.,Bar apply finally kid.,813.97,1.57
826bb66e,Adams PLC,Antarctica (the territory South of 60 deg S),2017,2572.13,520.44,4007708.28,79.04,20279766.66,7451345.71,1.63,48.59,29,84.15,96.1,4,41.8,398691.11,Low,Near wall admit create.,Indeed probably clearly finish state tonight modern difficult.,4235.47,78.6
54f916ad,"Martinez, Smith and Shepherd",Korea,2016,579.58,510.66,799927.72,67.24,46848478.03,9585296.62,7.47,94.49,35,27.35,77.49,3,35.26,262356.8,Medium,Upon word mention seven today plant professional must.,Southern kind church kitchen.,3573.09,2.94
3208d34d,"Roberts, Rivera and Dunn",Western Sahara,2017,1538.43,696.89,526380.55,81.68,48687858.57,11384197.92,3.31,79.35,8,8.4,92.08,3,34.8,267712.7,Medium,Near think parent part all.,Thing away decade position north.,2476.0,52.99
2f8e836f,Jones-Parker,Saint Lucia,2019,2855.71,600.06,2560308.4,70.38,12792344.53,14428386.08,5.75,6.98,25,22.44,93.34,3,42.84,114736.25,Medium,Same radio industry church.,But way table everything require at appear apply.,4051.13,8.24
7fc34f84,Jones PLC,Brunei Darussalam,2022,3483.14,523.55,685934.78,60.87,22496612.91,16545439.62,9.93,65.83,31,21.34,90.52,2,44.35,334006.18,High,Daughter campaign direction people they.,Despite down decide week.,1599.3,0.41
6951d90a,Nelson LLC,Guadeloupe,2019,3497.19,670.2,2088003.86,72.55,38384671.81,5385130.88,7.95,81.78,22,11.7,85.15,3,35.88,343601.31,Low,Sometimes each suffer build consider season bit.,Happen executive citizen college.,750.17,36.79
d96a6958,Young LLC,Moldova,2017,1518.79,355.4,2510326.88,25.79,35999058.05,4990411.84,7.02,42.86,36,70.05,78.13,1,24.26,330989.82,Low,Far such address power.,Continue whether dream.,3611.08,63.14
40d07263,"Gilbert, Robinson and Munoz",Slovenia,2018,4200.69,52.5,1684892.84,43.94,2352960.18,18367780.93,5.0,8.47,39,71.86,89.58,1,37.61,180342.94,Medium,Respond join view Mrs sister nearly also.,Letter when reach hour.,1503.54,33.61
dadead48,Bartlett-Green,Estonia,2021,2930.16,625.7,2724733.42,97.1,13830234.3,18328352.25,5.39,16.03,26,32.05,71.91,2,41.13,32543.19,Medium,Simple inside house land.,Only price ago may.,735.64,44.85
0708c436,Villanueva Group,Estonia,2023,4201.53,206.55,261567.46,18.79,49057316.26,18658998.75,6.13,37.9,18,93.7,88.57,2,37.21,267343.4,High,Better good research around dark discuss discussion.,Worry long me state she.,2339.85,13.71
113d956e,Allen-Taylor,Heard Island and McDonald Islands,2019,741.99,164.31,721017.17,64.27,37920521.64,1332031.56,3.59,97.26,11,6.98,87.99,2,24.27,165802.7,Medium,Present Republican word close arm once various.,Mind whose international growth become owner.,784.82,20.57
cd5d7b34,"Singleton, Green and Daugherty",Tuvalu,2020,4305.9,517.09,215893.82,31.05,46558332.59,13270005.81,3.32,7.02,16,36.47,89.81,2,26.89,476656.0,High,Mention major seem assume Congress someone product.,Mind ready defense direction including.,963.51,71.58
cbdbeac6,Allen Ltd,Slovenia,2019,837.01,171.64,685459.8,51.6,3965264.02,7491769.15,8.8,48.29,27,19.04,95.07,3,44.03,204114.22,Medium,Anyone treatment close contain.,Others history chair involve record face.,4360.04,20.48
5fc102f7,Reynolds and Sons,Cayman Islands,2015,1022.55,999.27,1890030.4,74.41,14234612.73,19733678.9,9.42,95.7,47,1.47,87.59,1,48.26,13390.77,High,Firm future boy identify.,Girl person reality simple.,3738.32,15.37
c31ac8a8,Cochran-Cole,Gabon,2016,2669.07,633.88,4576842.55,73.21,24842048.41,5643867.56,6.8,19.35,25,16.11,85.32,4,20.07,165099.11,Low,Owner character building development turn determine purpose.,Sea service face through without store customer.,3928.75,29.51
19995e52,"Young, Velasquez and Cooper",Turkey,2023,3384.46,800.3,858782.62,63.66,1528703.17,13986469.66,8.36,19.45,5,1.66,96.86,2,15.59,232880.52,High,Speak wall sure option report usually.,Provide pay forward benefit father.,4572.61,67.08
58dfb139,"Hamilton, Phillips and Mcclure",Panama,2020,2131.18,286.72,2621033.23,75.41,38321416.5,9183035.22,5.68,42.14,26,10.17,89.99,1,38.43,333266.64,Low,Able create near across early born.,Series still about enter huge choose economic.,4778.82,95.7
a9104788,Travis-Schroeder,Morocco,2022,957.73,927.43,4218135.9,13.4,43518484.73,19295747.89,9.65,14.73,40,57.99,81.32,1,36.88,397616.95,Medium,Arrive how southern wish politics.,Prepare drive employee perhaps stuff.,3260.59,76.91
23c1cc8e,Christensen-Espinoza,Lao People's Democratic Republic,2021,935.46,964.93,1371454.36,74.83,10080339.18,13381941.1,3.54,8.56,7,8.68,77.89,1,18.43,287807.7,Medium,Team matter single human few.,Human do poor lose month.,2178.12,89.07
990f923e,Johnson-Clayton,Zambia,2021,896.93,714.48,349647.41,92.81,6075628.62,17924390.4,6.64,73.93,11,75.67,89.48,4,40.59,181466.7,Low,Capital hair behind unit.,Concern into know establish two friend mind.,2996.4,61.82
1de31dc0,Carter and Sons,Romania,2023,2811.03,172.84,4847984.97,46.07,24868453.45,16184363.9,6.97,8.65,3,20.67,73.83,4,17.67,299345.92,High,Store mission for reason instead very.,Develop identify marriage yard.,4581.12,94.13
